C5373	支付宝	蚂蚁会员大PK，你在全球排第几？  支付宝9.0是支付宝十一年来最大的一次蜕变，除了继续内置风靡全国的“余额宝”，还信用卡、转账、充话费、缴水电煤全部免费，新支付宝还提供了以你为中心的餐饮、生活服务、理财保险、场景关系等一系列全新服务 。在这里你可以享受消费打折、为家人建立亲情账户，跟好友建群互动......这将是一个3.5亿实名用户共同生活其中
C20911	高德地图	高德地图---中国专业的手机地图，超过5亿用户正在使用！高德地图拥有全面精准的地点信息，特色语音导航、智能路线规划；省流量、耗电低、空间占用小、体验流畅，是您贴心的生活助手！   智能路线规划 -语音搜索轻松查询路线，出行再无忧 -超强公交规划能力，优质路线唾手可得 -步行规划再升级，室内室外全程规划直达目的地  精
C34075	手机淘宝	打开淘宝领金币-人人有份 手机淘宝（Android版）是阿里巴巴专为Android手机用户推出的满足其生活消费和线上购物需求的软件，具有查看附近的生活优惠信息、商品搜索、浏览、购买、支付、收藏、物流查询、旺旺沟通等在线功能，成为了用户方便快捷的生活消费入口
C10055832	华为文件管理	【软件介绍】  【华为文件管理】是华为公司为用户精心打造的一款好用、易用的资源管理共享类应用软件。体贴的分类让您可以快速找到图片、音频、文档、视频、压缩包等文件，不再纠结于N级的文件目录。 【华为文件管理】支持中文、英文、法语、西班牙语、俄语、日语、韩语等42国语言，适配华为手机安卓系统4.0及以上。  【功能特色】  1.支持
C3382	百度地图	5亿人都在用的百度地图 【功能介绍】 最全最准手机地图，专业智能语音导航。 探索周边美食娱乐。在线订机票、酒店更享多重优惠。 明星趣味语音导航，躲避拥堵路线规划，实时公交多城市覆盖 海量地点信息，及时更新，查哪儿都知道 优步、专车、顺风车随叫随到 更有离线地图，节省流量。收藏夹可以同步云端，实现电脑、手机、Pad三端
C7166	微博	5亿人都在用的百度地图 【功能介绍】 最全最准手机地图，专业智能语音导航。 探索周边美食娱乐。在线订机票、酒店更享多重优惠。 明星趣味语音导航，躲避拥堵路线规划，实时公交多城市覆盖 海量地点信息，及时更新，查哪儿都知道 优步、专车、顺风车随叫随到 更有离线地图，节省流量。收藏夹可以同步云端，实现电脑、手机、Pad三端
C10132067	华为帐号	华为帐号，是您用于访问所有华为终端服务的帐号。使用华为帐号登录后，您将可以使用这台设备的华为云服务、应用市场、华为商城、花粉俱乐部、游戏中心（包含下载的游戏）、手机服务、钱包及更多服务。您可以在以上应用中登录或者退出。 华为帐号是系统应用，不支持打开操作。如需管理华为帐号或更新个人信息，EMUI3.0及以上手机可通过云服务、主题、音乐等应用，在我的界面
C10067631	华为手机服务	华为手机服务:激活华为会员，立享精彩权益！ 更新到手机服务最新版本、免费激活会员，立享高级专属售后服务特权、VIP客服热线，还有160G免费空间、海量衣食住行礼包、华为商城优惠券等你抢！ “手机服务”为华为终端用户提供一站式售后服务，集成华为会员、在线寄修、预约维修、在线客服等十多项丰富的在线服务，旨在为亿万华为终端用户提供优质、省心、快捷的服务。 主要
C21976	UC浏览器	UC浏览器:全新UC，遇见所爱，5亿用户共同选择；千家媒体入驻，资讯更丰富，内容更全面。   【个性化阅读】读懂你的兴趣，给你最想看的内容  【头条新闻】各种资讯刷不完，满屏都是你喜欢  【免费小说】热搜经典全都有，书评话题找同好  【海量视频】美剧韩剧都可追，大片综艺看不停  【个性装扮】拒绝一成不变，自定义皮肤壁纸，就要张扬我的个性 <
C10021449	音乐	华为音乐是华为手机上内置的系统音乐播放器，旨在为用户提供一站式的音乐体验服务。无需安装第三方音乐软件，即可享受来自互联网的海量音乐资源。 亮点介绍 【清新界面】沉浸式界面，播放界面随音乐色彩变幻； 【丰富内容】全面升级曲库，畅享随心音乐体验； 【桌面歌词】新增桌面歌词，支持字体、颜色调整； 【听歌识曲】一键搜索，好音乐不再错过；
C10060708	华为支付	    该应用为华为钱包支付服务插件，无桌面图标，如需进行花币充值、银行卡管理、查询账单及体验其他钱包功能，请安装“华为钱包”。华为支付内包含零钱、花币、信用卡、借记卡、支付宝、微信支付、手机充值卡等多种支付方式，使用华为账号登录，更可体验一键支付的方便快捷。 
C27162	华为应用市场	华为应用市场:新版本特性： 1、应用详情页里，看看与你志趣相投的人下载了什么应用 2、视网膜级别的高清应用图标和截图介绍 3、为你识别手机里的不良应用，你可以在“不推荐更新”列表里看到 4、应用管理一键清理垃圾文件，获得额外空间 5、安装应用出现问题不用怕，我们为你准备了详细的解决指引 6、系统级保护，防止安装包被篡改，官方应用最安全<
C5683	微信	应用介绍： 1.可以发语音、文字消息、表情、图片、视频。30M流量可以收发上千条语音，省电省流量。 2.朋友圈，跟朋友们分享生活点滴。 3.摇一摇、查看附近的人，世界不再有陌生人。 4.扫一扫，可以扫商品条码、图书封面、CD封面，甚至扫描英文单词来翻译成中文。 5.公众帐号，用微信关注明星、看新闻、设提醒… 6.游戏中心，
C9319	QQ	QQ手机版，致力于打造欢乐无限的沟通、娱乐与生活体验——乐在沟通15年，聊天欢乐8亿人！ 【全新视觉，灵动呈现】 - 全新界面：化繁为简的架构，更加轻便自如，冰川蓝主题带来灵动清爽的视觉体验。 - 语音通话：支持2人语音通话、3人语音通话、一群人语音通话都高清流畅，快拉上小伙伴体验下，想聊多久聊多久哦！ - 视频聊天：可轻松开启视频通
